frequency_hz,frequency_ghz,wavelength_m,cback_m2,rcs_normalized
5.680000000000000000e+09,5.679999999999999716e+00,5.278036232394366090e-02,7.042189028556098372e-03,9.958675634352260990e-04
5.696000000000000000e+09,5.695999999999999730e+00,5.263210287921347985e-02,2.327345915494728745e-02,3.291204335379618005e-03
5.712000000000000000e+09,5.711999999999999744e+00,5.248467401960784512e-02,1.023025043673123947e-02,1.446705638608595645e-03
5.728000000000000000e+09,5.727999999999999758e+00,5.233806878491620296e-02,6.840738203642944548e-02,9.673794979566127314e-03
5.744000000000000000e+09,5.743999999999999773e+00,5.219228029247911099e-02,2.835625166377291062e-02,4.009984841083941501e-03
5.760000000000000000e+09,5.759999999999999787e+00,5.204730173611111371e-02,4.645270466257744174e-02,6.569085495960092988e-03
5.776000000000000000e+09,5.775999999999999801e+00,5.190312638504154807e-02,1.672371138951029290e-01,2.364975101567295609e-02
5.792000000000000000e+09,5.791999999999999815e+00,5.175974758287292532e-02,3.945109618472665558e-02,5.578956610369196524e-03
5.808000000000000000e+09,5.807999999999999829e+00,5.161715874655647268e-02,1.214608876898134043e-01,1.717632937511974836e-02
5.824000000000000000e+09,5.823999999999999844e+00,5.147535336538461292e-02,1.862035760682854146e-01,2.633188357343338795e-02
5.840000000000000000e+09,5.839999999999999858e+00,5.133432500000000009e-02,2.383701895898978837e-02,3.370899857130886784e-03
5.856000000000000000e+09,5.855999999999999872e+00,5.119406728142076451e-02,1.304678863592053373e-01,1.845004949004128494e-02
5.872000000000000000e+09,5.871999999999999886e+00,5.105457391008174500e-02,9.649913836313836479e-02,1.364637634769673077e-02
5.888000000000000000e+09,5.887999999999999901e+00,5.091583865489130584e-02,3.394593655845466480e-03,4.800447274549570582e-04
5.904000000000000000e+09,5.903999999999999915e+00,5.077785535230352337e-02,6.318974727948609149e-02,8.935945826238654577e-03
5.920000000000000000e+09,5.919999999999999929e+00,5.064061790540540231e-02,1.721605406826538093e-02,2.434599489932731502e-03
5.936000000000000000e+09,5.935999999999999943e+00,5.050412028301886486e-02,3.496043754472174386e-02,4.943912413187517146e-03
5.952000000000000000e+09,5.951999999999999957e+00,5.036835651881720749e-02,6.682861382472959563e-03,9.450534279542445850e-04
5.968000000000000000e+09,5.967999999999999972e+00,5.023332071045576164e-02,5.954976041705718759e-02,8.421198943852490487e-03
5.984000000000000000e+09,5.983999999999999986e+00,5.009900701871657785e-02,1.083573407816283557e-01,1.532329798404261610e-02
6.000000000000000000e+09,6.000000000000000000e+00,4.996540966666666861e-02,1.275120546637926316e-02,1.803205206104599966e-03
6.016000000000000000e+09,6.016000000000000014e+00,4.983252293882978884e-02,1.691639602491520344e-01,2.392223500835475788e-02
6.032000000000000000e+09,6.032000000000000028e+00,4.970034118037135185e-02,1.360897975811156402e-01,1.924506919310666961e-02
6.048000000000000000e+09,6.048000000000000043e+00,4.956885879629629316e-02,3.924562954882437199e-02,5.549900651031338186e-03
6.064000000000000000e+09,6.064000000000000057e+00,4.943807025065963257e-02,2.016453563879267996e-01,2.851557504772719159e-02
6.080000000000000000e+09,6.080000000000000071e+00,4.930797006578947067e-02,7.935741573963181472e-02,1.122228840104669452e-02
6.096000000000000000e+09,6.096000000000000085e+00,4.917855282152230889e-02,3.714748981529127081e-02,5.253193292608064266e-03
6.112000000000000000e+09,6.112000000000000099e+00,4.904981315445026274e-02,1.203337013237024827e-01,1.701692889106508344e-02
6.128000000000000000e+09,6.128000000000000114e+00,4.892174575718015450e-02,1.716508869872826470e-02,2.427392248239176615e-03
6.144000000000000000e+09,6.144000000000000128e+00,4.879434537760416607e-02,2.231978533425808819e-02,3.156341039283681350e-03
6.160000000000000000e+09,6.160000000000000142e+00,4.866760681818181611e-02,2.879957255801619473e-02,4.072676838839149084e-03
6.176000000000000000e+09,6.176000000000000156e+00,4.854152493523315737e-02,4.015517680488024654e-02,5.678523811535065267e-03
6.192000000000000000e+09,6.192000000000000171e+00,4.841609463824289583e-02,2.818661445604175170e-02,3.985995682024713604e-03
6.208000000000000000e+09,6.208000000000000185e+00,4.829131088917525821e-02,1.618308561860989231e-02,2.288522784395221384e-03
6.224000000000000000e+09,6.224000000000000199e+00,4.816716870179948290e-02,1.277341570451556441e-01,1.806346055582855326e-02
6.240000000000000000e+09,6.240000000000000213e+00,4.804366314102564289e-02,4.393943057009459113e-02,6.213672124268910212e-03
6.256000000000000000e+09,6.256000000000000227e+00,4.792078932225064120e-02,5.894874329196206353e-02,8.336206414182487437e-03
6.272000000000000000e+09,6.272000000000000242e+00,4.779854241071428839e-02,1.856210075642884261e-01,2.624949994609009768e-02
6.288000000000000000e+09,6.288000000000000256e+00,4.767691762086514323e-02,3.936072436832709076e-02,5.566176726126369906e-03
6.304000000000000000e+09,6.304000000000000270e+00,4.755591021573603999e-02,8.595384646385174909e-02,1.215511928162376493e-02
6.320000000000000000e+09,6.320000000000000284e+00,4.743551550632911507e-02,1.648992637902760572e-01,2.331914513756745341e-02
6.336000000000000000e+09,6.336000000000000298e+00,4.731572885101010401e-02,1.567617413483975153e-02,2.216838155912164311e-03
6.352000000000000000e+09,6.352000000000000313e+00,4.719654565491183951e-02,6.989564469665239532e-02,9.884256883269347538e-03
6.368000000000000000e+09,6.368000000000000327e+00,4.707796136934673525e-02,9.550506075862540134e-02,1.350579937115470308e-02
6.384000000000000000e+09,6.384000000000000341e+00,4.695997149122806830e-02,4.566635401375234576e-03,6.457884120723546501e-04
6.400000000000000000e+09,6.400000000000000355e+00,4.684257156249999748e-02,3.233202039037165465e-02,4.572216144231972326e-03
6.416000000000000000e+09,6.416000000000000369e+00,4.672575716957606123e-02,4.003264728817898521e-02,5.661196362534282392e-03
6.432000000000000000e+09,6.432000000000000384e+00,4.660952394278607136e-02,3.786220304431603401e-02,5.354264098724972713e-03
6.448000000000000000e+09,6.448000000000000398e+00,4.649386755583126418e-02,7.102090969259314442e-03,1.004338565774307631e-03
6.464000000000000000e+09,6.464000000000000412e+00,4.637878372524752157e-02,5.075850872069328362e-02,7.177988576890956610e-03
6.480000000000000000e+09,6.480000000000000426e+00,4.626426820987654398e-02,1.169155539869659588e-01,1.653355333186110748e-02
6.496000000000000000e+09,6.496000000000000441e+00,4.615031681034482969e-02,1.108034647439492572e-02,1.566921535438569766e-03
6.512000000000000000e+09,6.511999999999999567e+00,4.603692536855037015e-02,1.294978943895651602e-01,1.831287857124881679e-02
6.528000000000000000e+09,6.527999999999999581e+00,4.592408976715686014e-02,1.838245722885428479e-01,2.599545796941617193e-02
6.544000000000000000e+09,6.543999999999999595e+00,4.581180592909535332e-02,2.601029766417280870e-02,3.678232954839574190e-03
6.560000000000000000e+09,6.559999999999999609e+00,4.570006981707316895e-02,1.971215021804999246e-01,2.787583651633901427e-02
6.576000000000000000e+09,6.575999999999999623e+00,4.558887743309002205e-02,1.572563952361530903e-01,2.223833278592702439e-02
6.592000000000000000e+09,6.591999999999999638e+00,4.547822481796116173e-02,2.291398560534806117e-02,3.240369567027454826e-03
6.608000000000000000e+09,6.607999999999999652e+00,4.536810805084745546e-02,1.626348869512099227e-01,2.299892944380009865e-02
6.624000000000000000e+09,6.623999999999999666e+00,4.525852324879227340e-02,5.286714736398420711e-02,7.476180633273466457e-03
6.640000000000000000e+09,6.639999999999999680e+00,4.514946656626506183e-02,2.136622644825740200e-02,3.021493996617997859e-03
6.656000000000000000e+09,6.655999999999999694e+00,4.504093419471153631e-02,5.309864095050353255e-02,7.508917180534985768e-03
6.672000000000000000e+09,6.671999999999999709e+00,4.493292236211031410e-02,2.036734132307515405e-02,2.880237166996811680e-03
6.688000000000000000e+09,6.687999999999999723e+00,4.482542733253588180e-02,7.261640068416712335e-02,1.026901120113855176e-02
6.704000000000000000e+09,6.703999999999999737e+00,4.471844540572792598e-02,7.786556063026572275e-04,1.101131847298337190e-04
6.720000000000000000e+09,6.719999999999999751e+00,4.461197291666666592e-02,1.562926701319970746e-01,2.210204809271509169e-02
6.736000000000000000e+09,6.735999999999999766e+00,4.450600623515439669e-02,1.515992532160114203e-01,2.143833093753008678e-02
6.752000000000000000e+09,6.751999999999999780e+00,4.440054176540284697e-02,6.119208472319338094e-02,8.653447396498420777e-03
6.768000000000000000e+09,6.767999999999999794e+00,4.429557594562647665e-02,3.243415646645025352e-01,4.586659665246643064e-02
6.784000000000000000e+09,6.783999999999999808e+00,4.419110524764151282e-02,1.501772495206508684e-01,2.123723901148944979e-02
6.800000000000000000e+09,6.799999999999999822e+00,4.408712617647058546e-02,1.337574891751311112e-01,1.891524699151155703e-02
6.816000000000000000e+09,6.815999999999999837e+00,4.398363526995305306e-02,3.052891394703471928e-01,4.317230767801586572e-02
6.832000000000000000e+09,6.831999999999999851e+00,4.388062909836065728e-02,4.973417986877017027e-02,7.033133635652574420e-03
6.848000000000000000e+09,6.847999999999999865e+00,4.377810426401869404e-02,1.221695436596613032e-01,1.727654359702497297e-02
6.864000000000000000e+09,6.863999999999999879e+00,4.367605740093240263e-02,1.146779484344735422e-01,1.621712348590642616e-02
6.880000000000000000e+09,6.879999999999999893e+00,4.357448517441860764e-02,4.318302622334833397e-03,6.106705590040496529e-04
6.896000000000000000e+09,6.895999999999999908e+00,4.347338428074246086e-02,7.206057936737182701e-02,1.019041001360755302e-02
6.912000000000000000e+09,6.911999999999999922e+00,4.337275144675926258e-02,2.259487977425044241e-03,3.195243378962276662e-04
6.928000000000000000e+09,6.927999999999999936e+00,4.327258342956120246e-02,1.339789076104829779e-01,1.894655876641838932e-02
6.944000000000000000e+09,6.943999999999999950e+00,4.317287701612903400e-02,6.664644577485329124e-02,9.424773077843595290e-03
6.960000000000000000e+09,6.959999999999999964e+00,4.307362902298850910e-02,1.017117686460051323e-01,1.438351779587957770e-02
6.976000000000000000e+09,6.975999999999999979e+00,4.297483629587155879e-02,3.119985196627153567e-01,4.412111124992229572e-02
6.992000000000000000e+09,6.991999999999999993e+00,4.287649570938215082e-02,8.145013184650544413e-02,1.151822878007699273e-02
7.008000000000000000e+09,7.008000000000000007e+00,4.277860416666666443e-02,2.532550948828855564e-01,3.581393984823040555e-02
7.024000000000000000e+09,7.024000000000000021e+00,4.268115859908883786e-02,3.126701316700960520e-01,4.421608691880194592e-02
7.040000000000000000e+09,7.040000000000000036e+00,4.258415596590909430e-02,5.339584125578879237e-02,7.550945609859513463e-03
7.056000000000000000e+09,7.056000000000000050e+00,4.248759325396825326e-02,2.488603899372174577e-01,3.519246489370812109e-02
7.072000000000000000e+09,7.072000000000000064e+00,4.239146747737556481e-02,1.354647551991532972e-01,1.915667914401191982e-02
7.088000000000000000e+09,7.088000000000000078e+00,4.229577567720090026e-02,1.941298352190008042e-02,2.745277146149928925e-03
7.104000000000000000e+09,7.104000000000000092e+00,4.220051492117116859e-02,1.103442398240179340e-01,1.560427429696359912e-02
7.120000000000000000e+09,7.120000000000000107e+00,4.210568230337078527e-02,1.316705672404491247e-02,1.862012599238134936e-03
7.136000000000000000e+09,7.136000000000000121e+00,4.201127494394618633e-02,6.244657687342383690e-02,8.830850762970503948e-03
7.152000000000000000e+09,7.152000000000000135e+00,4.191728998881431856e-02,1.031332649039905930e-02,1.458453796292308096e-03
7.168000000000000000e+09,7.168000000000000149e+00,4.182372460937500147e-02,9.361715562976527516e-02,1.323882223193691490e-02
7.184000000000000000e+09,7.184000000000000163e+00,4.173057600222716823e-02,1.584698654115381522e-01,2.240993505078554479e-02
7.200000000000000000e+09,7.200000000000000178e+00,4.163784138888888819e-02,2.189628466385371355e-02,3.096451908355984245e-03
7.216000000000000000e+09,7.216000000000000192e+00,4.154551801552106710e-02,2.598741981846670046e-01,3.674997695977932910e-02
7.232000000000000000e+09,7.232000000000000206e+00,4.145360315265486650e-02,1.926577256926639836e-01,2.724459384497151734e-02
7.248000000000000000e+09,7.248000000000000220e+00,4.136209409492273836e-02,6.828830510033015444e-02,9.656955775487157181e-03
7.264000000000000000e+09,7.264000000000000234e+00,4.127098816079294991e-02,3.117084529874066257e-01,4.408009161923613639e-02
7.280000000000000000e+09,7.280000000000000249e+00,4.118028269230768895e-02,1.195201310144592133e-01,1.690187826145773606e-02
7.296000000000000000e+09,7.296000000000000263e+00,4.108997505482456236e-02,7.149928826825280304e-02,1.011103531960389629e-02
7.312000000000000000e+09,7.312000000000000277e+00,4.100006263676148760e-02,2.053353579581554678e-01,2.903739473446304009e-02
7.328000000000000000e+09,7.328000000000000291e+00,4.091054284934497742e-02,2.700917783522275781e-02,3.819489083874672529e-03
7.344000000000000000e+09,7.344000000000000306e+00,4.082141312636165809e-02,4.521158138895946255e-02,6.393572682343655680e-03
7.360000000000000000e+09,7.360000000000000320e+00,4.073267092391304189e-02,6.209619254982001041e-02,8.781301342868558235e-03
7.376000000000000000e+09,7.376000000000000334e+00,4.064431372017353328e-02,3.229570604492477265e-02,4.567080769624548391e-03
7.392000000000000000e+09,7.392000000000000348e+00,4.055633901515151574e-02,4.199541154606874216e-02,5.938759667236313995e-03
7.408000000000000000e+09,7.408000000000000362e+00,4.046874433045356129e-02,1.241155675422422194e-02,1.755173957010580004e-03
7.424000000000000000e+09,7.424000000000000377e+00,4.038152720905172077e-02,1.568256064036833430e-01,2.217741300328456358e-02
7.440000000000000000e+09,7.440000000000000391e+00,4.029468521505376322e-02,7.013038943213042997e-02,9.917453190099767210e-03
7.456000000000000000e+09,7.456000000000000405e+00,4.020821593347639195e-02,7.712148412994951352e-02,1.090609527485924407e-02
7.472000000000000000e+09,7.472000000000000419e+00,4.012211697002141669e-02,2.972640722507269850e-01,4.203744689736941403e-02
7.488000000000000000e+09,7.488000000000000433e+00,4.003638595085470125e-02,8.238644714226998900e-02,1.165063732923963223e-02
7.504000000000000000e+09,7.503999999999999559e+00,3.995102052238806017e-02,1.663729557102015255e-01,2.352754652747608005e-02
7.520000000000000000e+09,7.519999999999999574e+00,3.986601835106382691e-02,3.127679546115876841e-01,4.422992050009268844e-02
7.536000000000000000e+09,7.535999999999999588e+00,3.978137712314225305e-02,4.294111530618761191e-02,6.072495881288809093e-03
7.552000000000000000e+09,7.551999999999999602e+00,3.969709454449152353e-02,1.745925360759800482e-01,2.468991428530467255e-02
7.568000000000000000e+09,7.567999999999999616e+00,3.961316834038054735e-02,1.755048638711781961e-01,2.481893065433055448e-02
7.584000000000000000e+09,7.583999999999999631e+00,3.952959625527426024e-02,8.510088713393219786e-04,1.203449847378235902e-04
7.600000000000000000e+09,7.599999999999999645e+00,3.944637605263157792e-02,9.668847737279534504e-02,1.367315162700913356e-02
7.616000000000000000e+09,7.615999999999999659e+00,3.936350551470588210e-02,3.288531513789579724e-02,4.650460038260383067e-03
7.632000000000000000e+09,7.631999999999999673e+00,3.928098244234801140e-02,5.621759703339845177e-02,7.949982761441565585e-03
7.648000000000000000e+09,7.647999999999999687e+00,3.919880465481171555e-02,2.784527097741178875e-02,3.937724768395542592e-03
7.664000000000000000e+09,7.663999999999999702e+00,3.911696998956158688e-02,6.332622935550455412e-02,8.955246369286554500e-03
7.680000000000000000e+09,7.679999999999999716e+00,3.903547630208333008e-02,2.143460638454732226e-01,3.031163910371344195e-02
7.696000000000000000e+09,7.695999999999999730e+00,3.895432146569646759e-02,3.468426890950797314e-02,4.904858166740520484e-03
7.712000000000000000e+09,7.711999999999999744e+00,3.887350337136929318e-02,2.491987864441193024e-01,3.524031906283604798e-02
7.728000000000000000e+09,7.727999999999999758e+00,3.879301992753623335e-02,3.234587209881484848e-01,4.574174976504268020e-02
7.744000000000000000e+09,7.743999999999999773e+00,3.871286905991735278e-02,7.150935369017287491e-02,1.011245871610203656e-02
7.760000000000000000e+09,7.759999999999999787e+00,3.863304871134020518e-02,3.747630202581848091e-01,5.299692103361035300e-02
7.776000000000000000e+09,7.775999999999999801e+00,3.855355684156378665e-02,2.426670605068327324e-01,3.431663837664379602e-02
7.792000000000000000e+09,7.791999999999999815e+00,3.847439142710472326e-02,7.041407283821338181e-02,9.957570134029737619e-03
7.808000000000000000e+09,7.807999999999999829e+00,3.839555046106557512e-02,2.848981294519121743e-01,4.028872341455769224e-02
7.824000000000000000e+09,7.823999999999999844e+00,3.831703195296523590e-02,5.844252034998462936e-02,8.264619155485252236e-03
7.840000000000000000e+09,7.839999999999999858e+00,3.823883392857142793e-02,6.180532802344593235e-02,8.740168884481640255e-03
7.856000000000000000e+09,7.855999999999999872e+00,3.816095442973523738e-02,8.428526526379440109e-02,1.191915772373930774e-02
7.872000000000000000e+09,7.871999999999999886e+00,3.808339151422764080e-02,2.351271500356875294e-02,3.325038578970369689e-03
7.888000000000000000e+09,7.887999999999999901e+00,3.800614325557809259e-02,1.236846189726380774e-01,1.749079719831809349e-02
7.904000000000000000e+09,7.903999999999999915e+00,3.792920774291497904e-02,3.612417460426702118e-03,5.108481694879498779e-04
7.920000000000000000e+09,7.919999999999999929e+00,3.785258308080807765e-02,2.432505854892063613e-01,3.439915726388802913e-02
7.936000000000000000e+09,7.935999999999999943e+00,3.777626738911290388e-02,2.253615607508869245e-01,3.186938997048786859e-02
7.952000000000000000e+09,7.951999999999999957e+00,3.770025880281690361e-02,1.092297379944888042e-01,1.544666759016878783e-02
7.968000000000000000e+09,7.967999999999999972e+00,3.762455547188754690e-02,4.991404180021845050e-01,7.058568718792181118e-02
7.984000000000000000e+09,7.983999999999999986e+00,3.754915556112224662e-02,2.272910128860742007e-01,3.214224245837796201e-02
8.000000000000000000e+09,8.000000000000000000e+00,3.747405724999999799e-02,2.381383100317476798e-01,3.367620744206636929e-02
8.016000000000000000e+09,8.016000000000000014e+00,3.739925873253493321e-02,4.859667439645490861e-01,6.872273880466323037e-02
8.032000000000000000e+09,8.032000000000000028e+00,3.732475821713147207e-02,9.134988870665279592e-02,1.291819783841076548e-02
8.048000000000000000e+09,8.048000000000000043e+00,3.725055392644135294e-02,2.326022499318378678e-01,3.289332833155510921e-02
8.064000000000000000e+09,8.064000000000000057e+00,3.717664409722222507e-02,2.057949363018299616e-01,2.910238577112320493e-02
8.080000000000000000e+09,8.080000000000000071e+00,3.710302698019801726e-02,8.534011375625458889e-03,1.206832858435095924e-03
8.096000000000000000e+09,8.096000000000000085e+00,3.702970083992095096e-02,1.432702988848245096e-01,2.026049611626527455e-02
8.112000000000000000e+09,8.112000000000000099e+00,3.695666395463510778e-02,2.662747504224413989e-03,3.765510778427512677e-04
8.128000000000000000e+09,8.128000000000000114e+00,3.688391461614173167e-02,1.779848962749920882e-01,2.516964316960266373e-02
8.144000000000000000e+09,8.144000000000000128e+00,3.681145112966600907e-02,1.152988736443829598e-01,1.630493130721888395e-02
8.160000000000000000e+09,8.160000000000000142e+00,3.673927181372549367e-02,1.360245342668061908e-01,1.923584001485832695e-02
8.176000000000000000e+09,8.176000000000000156e+00,3.666737500000000205e-02,4.783076861740381269e-01,6.763963706043049640e-02
8.192000000000000000e+09,8.192000000000000171e+00,3.659575903320312629e-02,1.525350709157284046e-01,2.157066911940189527e-02
8.208000000000000000e+09,8.208000000000000185e+00,3.652442227095516886e-02,4.267222218371193865e-01,6.034470497758420704e-02
8.224000000000000000e+09,8.224000000000000199e+00,3.645336308365759032e-02,5.470981552238284307e-01,7.736760609426190927e-02
8.240000000000000000e+09,8.240000000000000213e+00,3.638257985436893494e-02,1.398345138314029679e-01,1.977462632836785722e-02
8.256000000000000000e+09,8.256000000000000227e+00,3.631207097868217187e-02,4.931332856933174358e-01,6.973619164166393325e-02
8.272000000000000000e+09,8.272000000000000242e+00,3.624183486460347964e-02,2.731973252488269499e-01,3.863406016642442070e-02
8.288000000000000000e+09,8.288000000000000256e+00,3.617186993243243220e-02,8.305517493507606763e-02,1.174520512838883417e-02
8.304000000000000000e+09,8.304000000000000270e+00,3.610217461464354516e-02,2.653147060929729184e-01,3.751934360593502799e-02
8.320000000000000000e+09,8.320000000000000284e+00,3.603274735576923044e-02,1.191506209406639934e-02,1.684962418316431759e-03
8.336000000000000000e+09,8.336000000000000298e+00,3.596358661228406944e-02,1.307733743888758460e-01,1.849324992367534087e-02
8.352000000000000000e+09,8.352000000000000313e+00,3.589469085249041846e-02,4.790990486903436846e-02,6.775154718634610398e-03
8.368000000000000000e+09,8.368000000000000327e+00,3.582605855640535325e-02,1.242529846259317061e-01,1.757117233678577584e-02
8.384000000000000000e+09,8.384000000000000341e+00,3.575768821564885569e-02,2.959940172102696332e-01,4.185784271272737639e-02
8.400000000000000000e+09,8.400000000000000355e+00,3.568957833333333274e-02,6.148708561711654919e-02,8.695164797188915592e-03
8.416000000000000000e+09,8.416000000000000369e+00,3.562172742395437047e-02,4.658972697479021319e-01,6.588462436233388786e-02
8.432000000000000000e+09,8.432000000000000384e+00,3.555413401328273021e-02,3.628876105631320126e-01,5.131756603904098768e-02
8.448000000000000000e+09,8.448000000000000398e+00,3.548679663825757280e-02,1.793307809185476498e-01,2.535997075882350654e-02
8.464000000000000000e+09,8.464000000000000412e+00,3.541971384688090418e-02,5.858762382695107407e-01,8.285138889543311458e-02
8.480000000000000000e+09,8.480000000000000426e+00,3.535288419811320748e-02,2.071397899471156545e-01,2.929256756225048081e-02
8.496000000000000000e+09,8.496000000000000441e+00,3.528630626177024776e-02,1.950106114836915316e-01,2.757732598695896570e-02
8.512000000000000000e+09,8.512000000000000455e+00,3.521997861842104949e-02,3.511556582851586561e-01,4.965849800181177526e-02
8.528000000000000000e+09,8.528000000000000469e+00,3.515389985928705358e-02,2.049785157189146917e-02,2.898693207152081442e-03
8.544000000000000000e+09,8.544000000000000483e+00,3.508806858614232221e-02,1.199221687496762750e-01,1.695873222237189240e-02
8.560000000000000000e+09,8.560000000000000497e+00,3.502248341121495107e-02,6.947050024357541431e-02,9.824135297654856824e-03
8.576000000000000000e+09,8.576000000000000512e+00,3.495714295708955005e-02,4.999470816212930185e-02,7.069976111147255847e-03
8.592000000000000000e+09,8.592000000000000526e+00,3.489204585661079966e-02,8.038661111995452913e-02,1.136783153991226952e-02
8.608000000000000000e+09,8.608000000000000540e+00,3.482719075278810361e-02,1.960988966005226125e-02,2.773122527072238545e-03
8.624000000000000000e+09,8.624000000000000554e+00,3.476257629870129623e-02,2.559551355267168926e-01,3.619576471635663206e-02
8.640000000000000000e+09,8.640000000000000568e+00,3.469820115740740452e-02,9.416822822880167865e-02,1.331675188197228507e-02
8.656000000000000000e+09,8.656000000000000583e+00,3.463406400184843026e-02,1.448354145542938287e-01,2.048182614900486559e-02
8.672000000000000000e+09,8.672000000000000597e+00,3.457016351476014521e-02,4.115213217045927130e-01,5.819507745187926795e-02
8.688000000000000000e+09,8.688000000000000611e+00,3.450649838858195484e-02,9.196095949294690042e-02,1.300461210144254406e-02
8.704000000000000000e+09,8.704000000000000625e+00,3.444306732536765031e-02,2.479084254940666920e-01,3.505784332836341805e-02
8.720000000000000000e+09,8.720000000000000639e+00,3.437986903669724981e-02,3.950139573889219213e-01,5.586069696122161754e-02
8.736000000000000000e+09,8.736000000000000654e+00,3.431690224358974195e-02,4.804721958733317727e-02,6.794573009365165693e-03
8.752000000000000000e+09,8.752000000000000668e+00,3.425416567641682147e-02,2.428156558868195536e-01,3.433765191638337572e-02
8.768000000000000000e+09,8.768000000000000682e+00,3.419165807481752001e-02,2.433172544231952394e-01,3.440858521712517049e-02
8.784000000000000000e+09,8.784000000000000696e+00,3.412937818761384301e-02,3.388203805567561230e-03,4.791411100426482103e-04
8.800000000000000000e+09,8.800000000000000711e+00,3.406732477272727405e-02,1.522041624091939604e-01,2.152387386202011393e-02
8.816000000000000000e+09,8.816000000000000725e+00,3.400549659709618810e-02,6.734897979794141065e-02,9.524121567775647654e-03
8.832000000000000000e+09,8.832000000000000739e+00,3.394389243659420158e-02,4.453996753989070828e-02,6.298596753022628683e-03
8.848000000000000000e+09,8.848000000000000753e+00,3.388251107594936889e-02,5.338082620495410852e-02,7.548822264117308056e-03
8.864000000000000000e+09,8.864000000000000767e+00,3.382135130866426032e-02,4.607725695422385664e-02,6.515991750109296349e-03
8.880000000000000000e+09,8.880000000000000782e+00,3.376041193693693487e-02,2.410828912722108863e-01,3.409261389372312406e-02
8.896000000000000000e+09,8.896000000000000796e+00,3.369969177158273210e-02,4.458589415512319992e-02,6.305091441850626047e-03
8.912000000000000000e+09,8.912000000000000810e+00,3.363918963195691031e-02,2.974771109297307814e-01,4.206757365331371956e-02
8.928000000000000000e+09,8.928000000000000824e+00,3.357890434587813833e-02,4.803622143013325241e-01,6.793017710583983126e-02
8.944000000000000000e+09,8.944000000000000838e+00,3.351883474955277137e-02,1.312851096237422632e-01,1.856561670045509677e-02
8.960000000000000000e+09,8.960000000000000853e+00,3.345897968750000118e-02,6.140814628397965880e-01,8.684001631725525583e-02
8.976000000000000000e+09,8.976000000000000867e+00,3.339933801247772088e-02,4.740283512469932181e-01,6.703447709814626398e-02
8.992000000000000000e+09,8.992000000000000881e+00,3.333990858540925029e-02,1.917777981080240335e-01,2.712015933516761027e-02
9.008000000000000000e+09,9.007999999999999119e+00,3.328069027531083135e-02,6.054761776514112626e-01,8.562310430900436919e-02
9.024000000000000000e+09,9.023999999999999133e+00,3.322168195921985923e-02,1.690611739757291176e-01,2.390769954001484288e-02
9.040000000000000000e+09,9.039999999999999147e+00,3.316288252212389043e-02,1.945522488958523200e-01,2.751250687578908269e-02
9.056000000000000000e+09,9.055999999999999162e+00,3.310429085689045592e-02,2.564398751471290705e-01,3.626431392211110910e-02
9.072000000000000000e+09,9.071999999999999176e+00,3.304590586419753340e-02,1.500959868956273577e-02,2.122574729889094378e-03
9.088000000000000000e+09,9.087999999999999190e+00,3.298772645246478979e-02,2.886951796690003791e-01,4.082568133099524071e-02
9.104000000000000000e+09,9.103999999999999204e+00,3.292975153778558706e-02,4.442136141093105950e-02,6.281824127894764312e-03
9.120000000000000000e+09,9.119999999999999218e+00,3.287198004385964711e-02,4.067319132848153940e-01,5.751778570723012352e-02
9.136000000000000000e+09,9.135999999999999233e+00,3.281441090192644544e-02,4.895532799235567389e-01,6.922992695485154224e-02
9.152000000000000000e+09,9.151999999999999247e+00,3.275704305069929850e-02,2.667030578057031365e-01,3.771567665404567532e-02
9.168000000000000000e+09,9.167999999999999261e+00,3.269987543630017285e-02,9.802477288629306562e-01,1.386212317430218499e-01
9.184000000000000000e+09,9.183999999999999275e+00,3.264290701219511870e-02,5.189562334979279656e-01,7.338793061183543354e-02
9.200000000000000000e+09,9.199999999999999289e+00,3.258613673913043213e-02,5.967992976590408283e-01,8.439606775812759365e-02
9.216000000000000000e+09,9.215999999999999304e+00,3.252956358506944173e-02,9.863955475231932502e-01,1.394906223777820087e-01
9.232000000000000000e+09,9.231999999999999318e+00,3.247318652512998227e-02,2.598898451007605748e-01,3.675218966042428231e-02
9.248000000000000000e+09,9.247999999999999332e+00,3.241700454152249278e-02,6.020873923477811918e-01,8.514388096671031414e-02
9.264000000000000000e+09,9.263999999999999346e+00,3.236101662348877389e-02,4.008567426203251682e-01,5.668695144948915354e-02
9.280000000000000000e+09,9.279999999999999361e+00,3.230522176724137662e-02,1.008885263877964400e-01,1.426709941255093449e-02
9.296000000000000000e+09,9.295999999999999375e+00,3.224961897590361559e-02,3.739422726550234999e-01,5.288085543065065841e-02
9.312000000000000000e+09,9.311999999999999389e+00,3.219420725945017214e-02,2.527877253862287343e-02,3.574784702965194856e-03
9.328000000000000000e+09,9.327999999999999403e+00,3.213898563464837044e-02,4.112205462344621920e-01,5.815254344244479012e-02
9.344000000000000000e+09,9.343999999999999417e+00,3.208395312500000179e-02,2.710754402886277337e-01,3.833399488890421730e-02
9.360000000000000000e+09,9.359999999999999432e+00,3.202910876068375962e-02,3.353729894759790442e-01,4.742659995593874467e-02
9.376000000000000000e+09,9.375999999999999446e+00,3.197445157849829189e-02,8.706845904684310522e-01,1.231274165056285008e-01
